,title,artist,lyrics
20,백야,퍼슬라,I know you feeling strangebut already happenedYou can't see the light anymoreWhat was in front of meDo you rememberI can't see anything Like blindBecause of maskwe cannot see the smily facesWhen you are pressuredby stress more and moreYou may be feeling bluebut just look aroundand your sky will be shiningbrighter than beforeYou have lived a bright lifeIt's time to breathDon't have to look aheadYou can close your eyesWhen you will fall in lovewith silenceopen your eyes upYour night won't bedark anymoreWe thought we ran awayfrom this sorrow darknessbut we're just getting nowhereEndless oppressionstill be in my heartIt chips away at you and IBecause of mask we cannotsee the smily facesWhen you are pressuredby stress more and moreYou may be feeling bluebut just look aroundand your sky will be shiningbrighter than beforeYou have lived a bright lifeIt's time to breathDon't have to look aheadYou can close your eyesWhen you will fall in lovewith silenceopen your eyes upYour night won't be dark anymoreEven when you open your eyesIt can still be so dark around youStop look far away youwill see the lightDark night is overand now sun will riseYou have lived a bright lifeIt's time to breathDon't have to look aheadYou can close your eyesWhen you will fall in lovewith silenceopen your eyes upYour night won't be dark anymore
21,Rewind,승혜,내게 원하는 게 뭐야지금 뭐 하자는 거야표정은 왜 그러는 거야이젠 말도 안할거야먼저 시작한 건 너야뭐가 또 나 때문이야우리 만난 이유가 뭐야친구보다 나은 게 뭐야 어I don’t have to love you우린 사랑했지만마지막인 걸 알았다면지금부터라도 헤어지자You don’t have to love me이렇게 말은 했지만아마도 조금 뒤에 우린서로의 말을 되돌리겠지너의 말투가 문제야이것 봐 또 모르잖아이걸 말을 해야 알아풀고 싶은 거야 뭐야이게 대체 몇번째야나도 이제는 지쳐가요즘 이러는 이유가 뭐야좋았는데 이게 뭐야 응I don’t have to love you우린 사랑했지만마지막인 걸 알았다면지금부터라도 헤어지자You don’t have to love me이렇게 말은 했지만아마도 조금 뒤에 우린서로의 말을 되돌리겠지Rewind 네 손을 잡고Rewind 뒤로 돌아가Replay 실수는 하지마잠시 Pause 우리 좋았던 때로Rewind 네 손을 잡고Rewind 뒤로 돌아가Replay 실수는 하지마잠시 Pause 우리 좋았던 때로
22,Purple Hotel,bOOdy,I love your everythingA tattoo on your bodyMakes everytime is partyCherish the memoryThat night in the hotelThat night in the motel날 사랑한다 말해내가 필요하다 말해I’m even so far awaySo hold me to you to be close우리의 사랑 시소 놀이가평행을 이룸 좋겠어I wish this love game would be levelAnd we up down up down upAnd we up down downI love your everythingA tattoo on your bodyMakes everytime is partyCherish the memoryThat night in the hotelThat night in the motelMy purple fadeawayGo at me love everydayA mixture of blue and redDon’t want it to turn blackI'll tell you while leaningEven if you call it cravingThis is my loveI hope it will be conveyedI love your everythingA tattoo on your bodyMakes everytime is partyCherish the memoryThat night in the hotelThat night in the motel
23,진심 (feat. 박지용 of 허니지),승훈,너를 처음 본 그 순간모든 게 달라졌어네 모습 눈이 부셔햇살이 필요 없어난 진심인걸거짓말 아냐어떤 말로도 다 표현 못 해천천히 보여줄래오늘은 딱 한마디만 할게나의 눈에 비춰지는 네 모습영원히 간직할게그대 걸어갈 그 길에내가 함께 하게 해줘서너무나도 고마워I love you행복했던 시간만큼아픔도 함께 했지함께 잡은 우리 두 손놓지 말자 다짐했지나 약속할게또 노력할게항상 너의 옆에 있을 테니나의 편이 되어줄래우리 꿈꿔온 이 순간너의 앞에 펼쳐지는 모든 시간언제나 함께할게앞에 펼쳐진 이 길에나와 함께 걸어주어서너무나도 고마워나의 눈에 비춰지는 네 모습영원히 간직할게그대 걸어갈 그 길에내가 함께 하게 해줘서너무나도 고마워I love you
24,inside,JUNNY (주니),잠든 사이 남겨진 부재중부어오른 두 눈을 비비고 봐이 중에 반가운 건 하나두There's nothing really good for meMaybe I'll go back to sleep때로 가끔씩Oh no 한두 번씩어떤 것도 안 하고 싶을 때 있잖아I realized today's the day아무도 찾아오지 못할나의 조그만 바다Cuz Imma stay inside나만의 paradise이불을 덮고 diving in창문 밖은 위험하잖아따끔한 햇빛 보다 은은한 mood light푸른 하늘 대신my own ceiling shinesLa da da da da da온종일 틀어 놓은 드라마신세경에 반한 것 같아 oh noI think I'm running on againOops that's my own privacyIm tryna set up the mood메모장을 열고뻔한 사랑 얘기를 그려봐Nothin better than thatI’m straight girlI'm just statin the facts yeah때로 가끔씩Oh no 한두 번씩어떤 것도 안 하고 싶을 때 있잖아I realized today's the day누구도 찾아오지 못할나의 조그만 바다Cuz imma stay inside나만의 paradise이불을 덮고 diving in창문 밖은 위험하잖아따끔한 햇빛 보다 은은한 mood light푸른 하늘 대신my own ceiling shinesLa da da da da da새까만 화면 속에나 홀로 옆에 없는 건 youmy movie 속 스토리엔 we're one이상한 기분이야 girl i thinki need you by my sideSo come and stay inside우리의 paradise이불을 덮고 diving in창문 밖은 위험 하잖아따끔한 햇빛 보다 은은한 mood light푸른 하늘 대신my own ceiling shinesLa da da da da daImma stay insideMy own paradiseAnd we gon be alright yeahLa da da da da daImma stay insideMy own paradiseAnd we gon’ stay inside todayyeah
25,Must have (Feat. goodviberoscoe),주진우,그녀를 처음 봤을때 첫 눈에 반했지Yeah I felt something널 갖고 싶었지cause you my must have 원해Cause you my must have 원해cause you my must have 원해I want you must have색을 맞춰볼까I wanna know your makerfit을 맞춰봐 puzzle최대의 고민 내겐툭툭 뱉는 말투에난 얼어버려 얼음 도도한 니 표정은누가 봐도 top model넌 hotter than cali summer너앞에선 난 dumb and dumber알려줘 너의 move왜그래 머뭇거려 넌 당황한것같에연락해 언제 sunday넌 고개를 끄덕대내 기분 저기 up there그날 뭘 입을까거울앞에 서성Day n night i wonder난 원래 안이런데넌 뭔가 어렵거든 이노랠 들어볼래널 그려봐 난 가득히그녀를 처음 봤을때 첫 눈에 반했지Yeah I felt something널 갖고 싶었지cause you my must have 원해cause you my must have 원해cause you my must have 원해I want you must have무의식중에 널 불러표현이 서툴러 가사로 um갖고파 love아직은 어색해도 물론첫만남은 not club그래 얇지않아더당장 널 안고싶어니 향기 남겨줘간직할꺼무책임해도 돼 올해는나랑 붙어있어줘 all day잡은 약속들은 다 미뤄넣어나랑만나 하자고 play 뭐든 ok빠르면 쉬엇다가면 어때손만잡고 잘거니까 놀래지마이건 장난이야 up되서잠시 나쁜생각도 아니야 봐줘 귀엽게원하는 곳이면 어디로도가자고 편하게 해줄게 like home진심이닿게 너의 눈앞에 가지고갈게 곧가지고갈게 나를 꽉맨 허리끈 풀어난가야만해서 멈춤이없어 직진중 pull up그녀를 처음 봤을때 첫 눈에 반했지Yeah I felt something널 갖고 싶었지cause you my must have 원해cause you my must have 원해cause you my must have 원해I want you must have
26,Ocean,찬킴 (Chan Kim),Feels so good causeI am just a little boatsailing on the oceantexture of the windShould I long for somethingbetter and so blueswimming in the oceantexture of the freeOh I just wanna lie aroundOh I wanna fill the empty mindDo I really need a reason to behappier than I thoughtHope life is healing me betterFeels so good causeI am just a little boatsailing on the oceantexture of the windShould I long for somethingbetter and so blueswimming in the oceantexture of the freeFeel the sunlightFeel the airCan I reach for the landhave been tryna find so faryou know God only wants questionalthough all my questionshaven't been answeredbut feels so good causeI am just a little boatsailing on the oceantexture of the windShould I give up somethingbitter and so blurredswimming in the oceantexture of the freeSwimSwimSwimSwimSwimSwim
27,i got that,라원(RAWON),Love it's sometimes around meBaby i'm in love with youBaby i'm in love with youi got that Loveit's sometimes around meBaby i'm in love with youBaby i'm in love with youi got thatyou're the one my babyi got that your loveyour kiss like dark chocolate하나만 넣어서 umm달콤한 맛을 baby또 하나만 더 umm취할 때까지 baby하나만 넣어서 ummfeelin' it my boo babyfeelin' it my boo nowfeelin' it my boo babyfeelin' it my boo nowLove it's sometimes around meBaby i'm in love with youBaby i'm in love with youi got that Loveit's sometimes around meBaby i'm in love with youBaby i'm in love with youi got thati got thati got thati got that입술에 묻혀 초콜릿입모양은 O O어느새 우리 거린 점점 가깝고너가 뭐라든내 대답은 응 응 응focus on me장난은 이제 끝 끝 끝feelin' it my boo babyfeelin' it my boo nowfeelin' it my boo babyfeelin' it my boo nowLove it's sometimes around meBaby i'm in love with youBaby i'm in love with youi got that Loveit's sometimes around meBaby i'm in love with youBaby i'm in love with youi got that lovei got that lovei got that lovei got that loveyou feel me i feel ityou're my one my babyyour lips like chocolategive me the chocolateyou feel me i feel ityou're my one my babyyour lips like chocolategive me the chocolate
28,23,SunLimit,잠에서 깨고 난 뒤에핸드폰에 알람이 울릴 때어제 맞춰놓은 시간보다너무 일찍 일어난 듯해친구들 톡방은 여전히 어지럽고나는 잠을 잘못 잤는지머리가 지끈지끈 아파매번 나는 뭘 생각하는지일어나자마자 잡고 있는 핸드폰사실 전여친이 그리운건지나도 지금 내맘을 몰라 배배꼬아어제와 다른 점이 없지컴퓨터를 키고서엄마 미안 나는 사실아직 아무 생각이 없어전 여친이 괴롭혀나는 다시 또 꼬리가 잡혀서현실은 다시 나를 또 괴롭혀나는 또 날 가둬 이젠 정말 괴로워나를 다시 버릴수가 없어서나는 다시 걸을 수가 없어서앞만보고 가니 내 순간을너무 쉽게 지나쳤네기분전환할겸 잠시 친구들을 불러이게 행복일까 잠시생각에 잠겨 난 어렸을 땐이런저런 걱정 하지 않아그냥 나는 맘이조금 찝찝해서 애들 사이에서멍을 때려 잠시시간이 흐르고 어느 덧 23이 됐지다시 둘러봤어 기억의 테잎꼴에 랩한다고 가사끄적이면서 불러봤던가사들은 지워버렸어너무 과거에 연연해서나를 보면 친구들이 말해다시 그 때로 돌아가서눈을 감았다 뜨면 즐거웠던우린 그때로 가고 싶어전 여친이 괴롭혀나는 다시 또 꼬리가 잡혀서현실은 다시 나를 또 괴롭혀나는 또 날 가둬 이젠 정말 괴로워나를 다시 버릴수가 없어서나는 다시 걸을 수가 없어서앞만보고 가니 내 순간을너무 쉽게 지나쳤네
29,Yellow,LLow,이제 나에겐 너를제외한 모든 것들이흐려져서 세상이수채화처럼 아름답게 번져있어걸어다니는밤거리의 골목의가로등의 불빛에서반 고흐의 시야를 상상해Baby my girl babe be mineWon’t you save my lonely night내 마음을 캔버스처럼너는 노란빛 물감처럼Baby my girl babe be mineWon’t you show your lovely smile니가 더 내게 스며들게나를 향해 웃어줄래무채색이 자욱하게 꼈던 지난날울적한 내 앞에 나타난너를 내가 어찌 외면하겠어꼭 잡고 말겠어다짐하며 용길 내곤 했어Just for meSmile for me니 밝은 빛의 노랑이날 적시니나도 빛을 내면서 이 화폭속에서너와 나란하게 장식이 될게Baby my girl babe be mineWon’t you save my lonely night내 마음을 캔버스처럼너는 노란빛 물감처럼Baby my girl babe be mineWon’t you show your lovely smile 니가 더 내게 스며들게나를 향해 웃어줄래이 캔버스 위에서흐렸던 것들 다전 부 너에서시작되 점차 곧하나로 노랑으로 번져가Baby my girl babe be mineWon’t you save my lonely night내 마음을 캔버스처럼너는 노란빛 물감처럼Baby my girl babe be mineWon’t you show your lovely smile니가 더 내게 스며들게나를 향해 웃어줄래Baby my girl babe be mineBaby my girl babe be mineBaby my girl babe be mineBaby my girl babe be mineBaby my girl babe be mineBaby my girl babe be mineBaby my girl babe be mineBaby my girl babe be mine
30,Don’t wanna be apart,Ian (이안),그냥 그리 어렵지 않았어고개를 들 때그다음이 가장 문제였어눈을 맞출 때내 눈이 흔들리지 않게나름 집중했어시간 가는 줄도 모르겠어시계를 볼게짧은 침이 반대를바라보는지도 몰랐어가기 아쉬운걸I don’t wanna be apart하늘 구름 위에 올라타웃는 너에 물들어싱그러운 너의 눈빛에 맘 녹아들어I don’t wanna be apart wantto be with you당연히 그렇지 말은 못 하지만난 네가 참 좋으니까baby 네 옆에 있을게요란한 내가 되지 않을 것도promise you언제나 옆에서 널 노래할게 you knowyou know 네가 또looking my face 나 붉어지네오고 가지도 못한 my pace나 웃음 자국이 남아 보이잖아나 숨길 수가 없잖아I think I’m into youI don’t wanna be apart하늘 구름 위에 올라타웃는 너에 물들어싱그러운 너의 눈빛에 맘 녹아들어I don’t wanna be apart wantto be with you당연해 그렇지 말은 못 했지만난 네가 참 좋으니까I don’t wanna be apart하늘 구름 위에 올라타웃는 너에 물들어싱그러운 너의 눈빛에 맘 녹아들어
31,얼굴 뚫어지겠다,이은상,듣고 있니 너와 나 이렇게너무 보고 싶은데왜 자꾸만 멀어지는지난 또 멍때리고 있어 yeah얼굴 뚫어지겠다정말 구멍 나겠다네 사진 보고하루 종일 보니까 baby girl얼굴 뚫어지겠다정말 구멍 나겠다널 바라보다결국엔 너니까 baby girl네 사진만 매일 뚫어져라 바라봐구멍이 뻥 뚫려버릴 만큼넌 아직도 내가 밉고바뀐 내 생활에 약간의 관심도줄 수 없는 거야이것도 이기적인 나의 모습인 거야나 좀 바라봐 내 가슴 무너지겠어아니 내 맘도 뚫어지겠어듣고 있니 너와 나 이렇게너무 보고 싶은데왜 자꾸만 멀어지는지난 또 멍때리고 있어 yeah얼굴 뚫어지겠다정말 구멍 나겠다네 사진 보고하루 종일 보니까 baby girl얼굴 뚫어지겠다정말 구멍 나겠다널 바라보다결국엔 너니까 baby girlIt's been a long time baby너만 바라본 지가어느새 가을 겨울 다시 봄난 oh oh oh oh 어떡해야 할지Hey now stop playin’ me you wowBaby girl whenever I call혹시 제발 내 전화 좀 받아줘그만 사라져 라고말하지 말아 줘 babeUm 매달리기란 쉽지 않아맘이 곪을 대로 곪아 피가 나그러지 마 제발아직 이별은 낯설 때야사랑하면 모든 게 다 될 줄 알았어But she is walkin’ awayShe is walkin’ awayAh ah ahAh ah ahAh ah ahOh baby듣고 있니 너와 나 이렇게너무 보고 싶은데왜 자꾸만 멀어지는지난 또 멍때리고 있어 yeah정말 구멍 나겠다하루 종일 보니까 baby girl얼굴 뚫어지겠다정말 구멍 나겠다널 기다리다결국엔 너니까 baby girl얼굴 뚫어지겠다
32,Run from you,김뮤지엄 (KIMMUSEUM),Run from You다시 돌아가지 않아Run from youRun from youI'm going to run awayso far that you can't be seen너와 나만 알던회상의 언덕 그쯤에서끝났던 얘기너가 남겨 놓고 떠난몇 장의 사진이내 손을 잡아줬네네 눈물이 모여서바다가 될 때면정처 없이 떠도는내 모습이 보여너와 같이 걷던 어디든너와 같이 울던 그날들시간을 넘어서 그때로다시금 돌릴 수 있다면우린 어떨까 그래Run from you다시 돌아가지 않아Run from youRun from youI'm going to run awayso far that you can't be seenyour city in the rain널 지워야 해건강해야 돼내가 사라질 때 내려줄게우리 담겨진 쏟아지는 비를꼭 간직해야 돼 넌힘들었던 시간 이제 이해하려고 해무너져간 너를 보며 나를 잘라내어너의 숨이 트인다면 됐어우리 그거면 돼 건강해야 해널 넘어뜨린모든 상황들에 탓을 하여원망하는 거지아니 증오하는 거지너를 지켜야만 해서여한 없던 그때 우릴 기도해야만 해차분해지자고더는 슬퍼하지 말아널 위로했던 노을과몰아쳤던 매일이개어가는 맘을 쥐여준다면너가 헤고 있을 그날부터나를 지워가면 돼너와 같이 걷던 어디든너와 같이 울던 그날들시간을 넘어서 그때로다시금 돌릴 수 있다면우린 어떨까우린 어떨까 그래다시 잡은 펜이 한결 나아진 나우리를 묶어놨던모든 추억이 사라진 날너의 흔적은 장작이 되어한숨으로써 타들어가며Can you pray for me우린 이겨내야만 해다시 돌아갈 수 없기에Run from you다시 돌아가지 않아Run from youRun from youI'm going to run awayso far that you can't be seen
33,너무 늦어버린 안녕,유민 (멜로디데이),네가 알던 나는 없어너에게서 나를 지워표정 없는 얼굴로 날 바라보던너의 맘을 모르는 척 지내왔어알아 난 네 손을 놓으면전부 끊어질 사이란 걸너를 만나 나를 잃어버린모습으로 웃음 뒤에 숨어 울었었지멀어질까 너의 식어버린마음에도 네 곁에 외롭게 머물렀지네가 알던 나는 없어너에게서 나를 지워너의 손을 놓을게너무 늦어버린 안녕네가 있던 자리는 또 채워지고네가 없는 시간에도 무뎌졌어어쩌다 널 보게 되어도난 아무렇지 않게 웃어너를 떠나 내게 익숙해진많은 것이 사라져도 잠시뿐일 테니멀어져 간 너와 나의 사이우리에게 남겨진 사랑은 없을 테니네가 알던 나는 없어너에게서 나를 지워너의 손을 놓을게너무 늦어버린 안녕서롤 비춘 빛이 꺼지고사랑도 모두 걷히고우린 끝을 향해 걸었고사랑 끝에 웃을 수 있었어내가 없던 너의 맘도난 지웠어 너의 기억내가 너를 놓을게너무 늦어버린 안녕
34,Tree (feat. Eily),lofi,flash of sunlightthrough the leavessweet breeze falls meinto your armwhere my heart can be at easeyou’re there as alwayslike my own hutI wanna fall asleepjust like thiswith all this sound around meooh softlywith this world out of the wayThe green sways in the airtrembling like whisperinga lullabyHold me slowlyPut me closelyBack to dear mother’s armYou will wish me sweet dreamsif I’m having a nightmareLean on your backI could feel the warmthLooking in the distancetogether andpicturing the timehasn’t come yetFor a momentin the shade you’re givingfollowing a dragonflygo round and roundThe green sways in the airtrembling like whisperinga lullabyHold me slowlyPut me closelyBack to dear mother’s armYou will wish me sweet dreamsif I’m having a nightmareLean on your backI could feel the warmthI wanna fall asleepjust like thiswith all this sound around meooh softlywith this world out of the way
35,걸어 (Feat.PEBBLE),WANNA (워나),내게 수많은 걱정들 속에너라는 이름은 없어어떻게 그럴 수가 있어묻는다면 나도 첨이야설명하긴 힘들지그래도 분명한 건 그저Fall in loveFall in love날 바라보는 너의 눈빛 속에I wanna go baby나만 갖고 싶던 그 미소가더는 그런 말을 하지 않아도 다시걸어너의 집 앞을 나 매일같이 걸어나와 손을 잡은너의 모습에 눈이 멀어Do It Do It Da Ra fall in love이제 이런 말을 하지 않아도다시 걸어너의 미소가 내게 다가와따스히 감쌀 때더 이상 원하는 건 없어매일이 새로운 너에게 그저 난I fall in love날 바라보는 너의 눈빛 속에I wanna go baby나만 갖고 싶던 그 미소가더는 그런 말을 하지 않아도 다시걸어너의 집 앞을 나 매일같이 걸어나와 손을 잡은너의 모습에 눈이 멀어Do it do it dara fall in love이제 이런 말을 하지 않아도 다시걸어너와 함께 걸어 지금 이 길을이제 이런 말을 하지 않아도 다시걸어너의 집 앞을 나 매일같이 걸어나와 손을 잡은너의 모습에 눈이 멀어Do It Do It Da Ra fallYou make me wanna love
36,Dangerous (Prod.송유담),MADDY (매디),smells like you came runninglight the candles nowthen we smoke togethersipping whisky with no icefeels like I swallow a firecan you feel it’s burning hotour hearts are now on fireOh this love maycan burn my heartas you keep seeing me in the eyeswatch out I’m losingmy peace of mindwhat are you feeling nowOh where are weit’s getting dangerousbut I want to keep the vibedefinitely dangerous dangerouswanna lose myselffeels like we are on a tripdon’t care good or badwe are feeling togetherwho are you and who am Ido not ask any questionsI’m a just girl on a cloudkiss me and let me flyOh this love maycan burn my heartas you keep seeing me in the eyeswatch out I’m losingmy peace of mindwhat are you feeling nowOh where are weit’s getting dangerousbut I want to keep the vibedefinitely dangerous dangerouswanna lose myselfhow high weit seems dangeroushow high weit seems dangerousdon’t look down babylet’s keep just flyingOh this love maycan burn my heartas you keep seeing me in the eyeswatch out I’m losingmy peace of mindwhat are you feeling nowOh where are weit’s getting dangerousbut I want to keep the vibedefinitely dangerous dangerouswanna lose myself
37,초연,이민석,거울 속의 나의 존잰 작아혼잔 아무것도 할 수 없잖아삶이란 영화의 가친내 주변 사람과 채워가꽤나 많았던 후회실수 투성이던 그 때첨 서봤던 그 무대에서날 일으켜주던그 사랑을 기억해긴 말 하지 않아도 그냥옆에 있어주는 것 그걸로 충분해힘이 들 때 넌 기대도 돼모두 다 들어줄게넘어져도 괜찮아삶은 다 처음이니까아주 먼 훗날나를 돌아본 다음추억할 때이 모든 게 후회 없길아름다운 날모두를 떠올린 다음처음이자마지막 무대를 마칠게아쉬워도 모든 것에는 끝이 있기에마지막까지 매 순간에 집중 해야 해스치는 필름에 결코 후회가 없게좋은 기운 머금고 숨을 뱉어내난 얼마나 주인공 역할에 충실했나완벽하진 않아도 최선이었나맨 땅 그 위를 달렸고빌었었지 그래 매일 밤얼마나 더 간절해야 들어주십니까멀리 왔어 진짜아직 갈 길이 멀지만이젠 두려울 게 없지 난더는 흔들릴 일 없어 정말모든 건 조연과숨은 사랑이 만든 거야하나밖에 없는 작품이그렇게 탄생한 거야만약 이 영화가 끝이 난다면엔딩 장면엔 미소 지으리막이 내려간 다음모두 떠나면지친 널 위해 노랠 부르리널 위해아주 먼 훗날나를 돌아본 다음추억할 때이 모든 게 후회 없길아름다운 날모두를 떠올린 다음처음이자마지막 무대를 마칠게아주 먼 훗날나를 돌아본 다음추억할 때이 모든 게 후회 없길아름다운 날모두를 떠올린 다음처음이자마지막 무댈 마칠게
38,Self,Ikki theMango,You need to know yourselfwhat if he just takes itand gives no space rightI think you’re just trynatest my patienceAnd even cavemenor space creatures willdo it much betterthan what you do ohI told you I’m fine with your wayDon’t try to push awayyour feelingTruly sincerely wanna knowStop disguisingcause’ i’ll be thereTo embrace whatWhatever it takes follow my stepSomething you don’t know ishow you fulfill my heartI’m quite sure you’ll never knowFeeling summer breezethat blows down my hairBut what ifYou don’t knowthere’s someone outWants to be your bestieand cuddle upand cheer you up it’llBe kinda sad but who caresI’ll be by your sideDon’t try to push awayyour feelingsTruly sincerely wanna knowStop disguisingcause’ i’ll be thereTo embrace whatWhatever it takes follow my stepI don’t wanna pressure youtill you’re ready to showSo come a little closerif you can do it right nowAnd i don’t wanna pressure youtill you’re ready to showSo come a little closerif you can do it right now
39,Someday,JUNE 53,We had a lot of timegetting hurt and thencomfort someone againAnd I don’t knowwhat has taken my heavenlychildhood nowhereWhat makes youfeel so sad and badYou’ve never actedlike that beforeReally What dowe have to be sad forWe need to calm downWe had a lot of timetalking loud and playingin house for a whole nightNo matter we walk a wayride a car togetheror whatever I can’t figure outwhy I’m anxiousWhat makes you happyDid you find outIs that what you wanted beforeThink about itSo did you forget somethingWe need to calm down
40,Moonriver (Feat. Ekko),11호,Baby look at the moonlight우릴 밝히는 view눈이 감기질 않아We go high바람부는 언덕 위에 집을 지어 baby변하지않기로 약속해 난떠나지 않아Moonriver in the sky하얀 별들 사이 가려진 너잡고싶은 satlellite babeMoonriver in the sky반짝이는 너의 미소에빠져 녹아버려 난너와 나im in this cloud tonightlook at it down구름을 가르며 하늘에떠있는데풍선을 탄 것 같애look at it down절대 떨어지지 못하게 yeahbaby look at us별처럼 빛나i gotta trip to너란 universe떠나갈꺼야바람부는 언덕위에서있을게 babe혼자 있기 싫어사실 너가 필요해Moonriver in the sky하얀 별들 사이 가려진 너잡고싶은 satlellite babeMoonriver in the sky반짝이는 너의 미소에빠져 녹아버려 난너와 나
41,다음 정거장은 별나라야,텅스텐,그렇게도 많은 그렇게도 많은사람들 중에는저 창문 밖 풍경에 어떤관심도 없는 걸까그렇게도 많은 그렇게도 많은시간을 걸고서이 불안한 침묵을 참는내기를 하는 걸까다음정거장은 별나라야모두가 뛰어 놀 만큼 넓은 곳이야다음 정거장은 별나라야모두가 소리 질러도 되는 곳이야같이 놀자 그런 표정 짓지 마쏟아져 오는 별님들을 바라봐내가 아니고 저 창문 밖에 말이야걱정 말아 네게도 보일거야분홍색 구름 가득한 멋진 곳이야밖을 봐봐 거짓말이 아냐줄지어 어깨를 맞대고 있는 사람들서로가 서로의 온기를 미처느끼지 못 하는 걸까서둘러 발길을 옮기며 앞서가는 이는뒤쫓는 사람 수만큼 행복할 수 있을까다음 정거장은 별나라야모두가 뛰어 놀만큼 넓은 곳이야다음 정거장은 별나라야모두가 소리 질러도 되는 곳이야같이 놀자 그런 표정 짓지 마쏟아져 오는 별님들을 바라봐내가 아니고 저 창문 밖에 말이야걱정 말아 네게도 보일거야분홍색 구름 가득한 멋진 곳이야밖을 봐봐 거짓말이 아냐
42,도메스틱한 그녀,partylike99,우린 말을 나눴지그때부터 알았지please 제발 내 손을 잡아please 제발 내 손을 잡아이어폰에 묶인 모습에나는 못참아 under the moonlightplease 제발 내 손을 잡아please 제발 내 손을 잡아끝나버린 우리 사이에불면증은 너를 막아 왜깨져버린 유리잔 피에얼룩덜룩 그 색에 취해
43,넌 꿈 같아,최승묵,또 난 내 옆에 앉았던 널 떠올리다가 혼자 웃고 있어 시간이 틀린 너와 날 보다가 우연히 들린 여길 또 지나가 그때 넌 날 그때 난 널 넌 모르겠지만 아직까지 난 변하지 않고 또 같은 시간들을 지나가 널 다시 따라가 아무것도 난 못하게 될 거야 여기 네가 있던 걸까 넌 다른 마음인 걸까 그대로야 난 그때부터 난 넌 꿈 같아 Dreamlike 마치 그때 넌 Dreamlike 마주했던 곳 마다 눈감아야만 너와 엊그제 있던 일인 것 같아 어쩌다 웃고 있는 너를 봐 그 누구도 아마 대신할 수 없어 시간이 지나가듯 넌 많이 변했겠지 모든 게 달라지듯 나도 변하게 될 거야 너도 알잖아 하고픈 말이 많아 넌 모르겠지만 아직까지 난 변하지 않고 또 같은 시간들을 지나가 널 다시 따라가 아무것도 난 못하게 될 거야 여기 네가 있던 걸까 넌 다른 마음인 걸까 그대로야 난 그때부터 난 넌 꿈 같아 Dreamlike 마치 그때 넌 Dreamlike 마주했던 곳 마다 눈감아야만 너와 네가 있던 곳을 또 나는 보다가 네가 있는 곳으로 나는 떠날까 알 수 없던 너의 맘에 드는 거 이제 난 맘에 드는 것 조차 아무것도 할 수 없게 만들고 넌 다른 날들을 지내고 있다고 난 지금처럼 내 모든 게 다 좀처럼 떠나가게 할 수 없다고 여기 네가 있던 걸까 넌 다른 마음인 걸까 그대로야 난 그때부터 난 넌 꿈 같아 Dreamlike 마치 그때 넌 Dreamlike 마주했던 곳 마다 눈감아야만 너와 여기 네가 있던 걸까넌 다른 마음인 걸까그대로야 난그때부터 난넌 꿈 같아 Dreamlike마치 그때 넌 Dreamlike마주했던 곳 마다눈감아야만 너와
44,Wonderful (Prod.by Greenism),켠오,baby 아직까지 기다려 그 둘만의 순간에좀 더 가까워지기를또 간절하게 기도해그렇게 또 흘러만가i feel lonely In a hurry쉽지않은 일이란걸 알아 미뤄져 내일로for a love 잡힐듯 멀어져가또 이리저리로다가가니 어느새 run away멈춰줄 순 없니 어쩌면 다쳐 내 맘oh let you know언젠가 맘이 꼭 닿기를 바래wonderful 이 말완벽함이 네게 어울려what a wonder어쩜 그리 빛이나서둘러 내 맘이 지금 너의 곁으로스며들어가 wonderful u are지금 너를 향한 내 맘얼어붙어 심장은 이미 패닉난 보기보다 나약하단소릴 꽤나 듣고 살아전에 용기를 잃어버린 나야꺼지지가 않는 고민이러다 놓치게될까봐 영원히너도 이런 기분을 알까단 한번도 없겠지나만 혼자 힘든거잖아걸음이 느린 나의 탓for a love 잡힐듯 멀어져가또 이리저리로다가가니 어느새 넌 run away멈춰줄순 없니 어쩌면 다쳐 내 맘oh let you know언젠가 맘이 꼭 닿기를 바래wonderful 이 말완벽함이 네게 어울려what a wonder어쩜 그리 빛이나서둘러 내 맘이 지금 너의 곁으로스며들어가 wonderful u are여전히 헤매는걸이렇게 매일 주변을 맴돌아어딜가도 네 생각뿐인걸조금만 나를 바라봐줘애쓰고 있는 날wonderful 이 말완벽함이 네게 어울려what a wonder어쩜 그리 빛이나서둘러 내맘 어서 빨리 다가가좀 더 스며 들어꽉 차는감정도스치는바람도처음 느껴봐서나도 어색해다가가는것도말을 걸어보는것도정말 쉽지않아가슴 졸이며 살아
