,title,artist,lyrics
20,동네 친구 (Feat. 김희서),성춘,주말에 혼자 맥주를 마시다문득 네 생각이 났어같은 동네 살면서마주친 적은 없어매일 어디에 있는 거야사실 집으로 돌아올 때마다유난히 날씨가 좋을 때도괜히 익숙한 뒷모습 보이면슬금슬금 네가 떠오른단 말야나도 동네 친구가 있음 좋겠어아무 때나 불러도 볼 수 있는너랑 동네 친구라도 됐음 좋겠어혹시 모르잖아 밤에 산책이라도 갈지어쩌다 혼자 공원을 거닐다문득 네 생각이 났어같은 동네 사는데한 번 연락해 볼까지금 뭐 하고 있으려나사실 집으로 돌아올 때마다유난히 날씨가 좋을 때도괜히 익숙한 뒷모습 보이면슬금슬금 네가 떠오른단 말야나도 동네 친구가 있음 좋겠어아무 때나 불러도 볼 수 있는너랑 동네 친구라도 됐음 좋겠어혹시 모르잖아 밤에 산책이라도 갈지혹시 모르잖아 밤에 산책이라도 갈지혹시 모르잖아 밤에 산책이라도 갈지혹시 모르잖아 밤에 산책이라도 갈지혹시 모르잖아 밤에 산책이라도 갈지나도 동네 친구가 있음 좋겠어아무 때나 불러도 볼 수 있는너랑 동네 친구라도 됐음 좋겠어혹시 모르잖아 밤에 산책이라도 갈지
21,꿈의 나라,양하영,수도국산 힘들고배고픈 시절에도 꿈키웠네배다리 헌책방 골목에서자유공원 오르며짝사랑도 품었네푸르른 추억이여청춘의 추억이여세월지나 상전벽해하늘도시 국제도시바다위에 누워서까만 별빛 헤면서세계로 간다 기차를 타고목청을 높여 크게 크게친구들아 외쳐보자잘생기고 어여쁜 인천알고보면 멋있는 인천섬마을이 백육십팔개역사깊은 문화의 나라꿈의 나라 꿈의 나라푸르른 추억이여청춘의 추억이여세월지나 상전벽해하늘도시 국제도시바다위에 누워서까만 별빛 헤면서세계로 간다 기차를 타고목청을 높여 크게 크게친구들아 외쳐보자잘생기고 어여쁜 인천알고보면 멋있는 인천섬마을이 백육십팔개역사깊은 문화의 나라꿈의 나라 꿈의 나라
22,팡파레 (Fanfare),트라이앵글,야 내가 볼 땐 넌 똑같은 색이야남들처럼뭐 그렇겠지 보이고 싶겠지다 똑같은 Color다들 특별한 척진심인 척 말만 해 놓고칫 네 맘대로 해봐Baby I don’t careShut up oh ma ma새빨간 립스틱 음맘마 oh oh더 과감해지게 oh oh oh내게 돌아오지마 Don’t touch me넌 믿으면 안돼 쓰레기는 Over thereYou 니가 했던 말들 Oops전부 거짓말이야진부하기만 한 너의 Lie이게 뭐야 저리 가 Uh woo uh uh왜 날 나쁘게 너 만들어자 이건 너만을 위해불러줄 세레나데La La Lalala La울려라 팡파레자 이제 보여줄게너만을 위해라리라라라 라리라라라짙어진 Good pain라리라라라 라리라라라넌 성냥팔이 소녀보다 더한감성팔이 소년Oh 내게 떠나간 지 몇일짼데언제 시작 된거지 인연넌 믿으면 안돼 쓰레기는 Over thereOh 어서 빨리 꺼져버려 huh꼴도 보기 싫으니까진부하기만 한 너의 Lie이게 뭐야 저리 가 Uh woo uh uh왜 날 나쁘게 너 만들어자 이건 너만을 위해불러줄 세레나데La La Lalala La울려라 팡파레자 이제 보여줄게너만을 위해라리라라라 라리라라라짙어진 good pain라리라라라 라리라라라I hate you I hate you그냥 네가 싫어 네 모든 게 싫어I left you I left you떠나니까 좋니 hey heyI hate you I hate you이젠 보기 싫어 꼴도 보기 싫어네가 뭐를 하던 간에이젠 신경꺼줄테니내 앞에서 당장 사라져불러줄 세레나데La La Lalala La울려라 팡파레자 이제 보여줄게너만을 위해라리라라라 라리라라라짙어진 Good pain라리라라라 라리라라라Sick of love
23,들려줘,클로디아 (Claudia),용기 내 너를 꼭 안아준다면한 번쯤 내 맘을 돌아봐주길 바래햇살 가득 눈이 부신 날이면상상해 두 손 잡은 너와 나울렁거린 나의 마음이밤 새워 준비한 선물이지금 이 순간 너에게전해지고 있는걸까내게 들려줘 너에게만 오는 벨소리내게 보여줘 내게만 달콤 Smile내 맘을 숨기려 해봐도 Not okay우린 이미 알고 있어 너와 나I want you My Lover Ring Ring Ringbounce bounce bounceI want you My Lover You make mebounce bounce전화기를 넘어Ring Ring Ringbounce bounce bounce너와 나의 타이머You make me bounce bounce멀리서 너를 바라보는 내 맘시간이 멈춘 듯 너에게로 흘러가넋이 나간 듯이 핸드폰만 봐어떡해 정신없이 흔들어눈을 보는게 난 부끄러이리 오지 말고 답장해용기내 네게 다가가소중한 널 나에게만내게 들려줘 너에게만 오는 벨소리내게 보여줘 내게만 달콤 Smile내 맘을 숨기려 해봐도 Not okay우린 이미 알고 있어 너와 나I want you My Lover Ring Ring Ringbounce bounce bounceI want you My Lover You make mebounce bounce전화기를 넘어 Ring Ring Ringbounce bounce bounce너와 나의 타이머 You make mebounce bounce한 번이라도 내 맘이 너에게 닿길나의 심장이 쿵 My Baby언제라도 난 네 곁에한 걸음에 달려갈게눈을 감아도 내 맘엔 너만 보여너를 좋아하는 내 맘 너만 몰라맘을 숨기려 해봐도 Not okay우린 이미 알고 있어 너와 나I want you My Lover Ring Ring Ringbounce bounce bounceI want you My Lover You make mebounce bounce전화기를 넘어 Ring Ring Ringbounce bounce bounce너와 나의 타이머 You make mebounce bounce
24,절대 할 수 있다,백대표,용기없는 나의 모습이 정말 안쓰럽구나발표하는 무대 위에서 말도 못하자나긴장감 떨림 다 힘이들지만조금만 힘내 넌 할수가있어절대로 넌 할 수가 있어노력해봐 부끄러워 하지마잊지 못할 날을 만들어봐절대로 할 수가 있다절대 할 수 있다 절대 할 수 있다절대 할 수 있다 절대 할 수 있다절대 할 수 있다 절대 할 수 있다절대 할 수 있다 절 절 대 할 수 있다현기증 떨림 다 힘이들지만조금만 힘내 넌 할수가있어절대로 넌 할 수가 있어노력해봐 부끄러워 하지마잊지 못할 날을 만들어봐절대로 할 수가 있다잊지 못할 시간 만들어봐절대로 할 수가 있다잊지 못할 생을 만들어봐절대로 할 수가 있다
25,나도 여자랍니다(2021),정효빈,나나나 나나나 나나나나나 나나나 나나아침 일찍 일어나 조깅저녁 여섯시 후론 금식이제부터 달라질래새로운 내 모습을 보여줄래처음으로 길러본 손톱외출할 땐 굽 높은 하이힐그댈 위해 난 변할 거야동생 아닌 예쁜 연인으로어린애처럼 대하는 그대가 미워오래된 사이라 해도어릴 적 내 모습 이젠 지울 수 없나요나도 여자랍니다그대 곁에 있을 때면부드럽고 약해지는 마음누구를 사랑한다면 다 그렇잖아난 꼭 갖고 싶어 그대의 마음눈을 크게 뜨고 다시 봐요멀리서 찾지 말아 줘그대 사랑은 바로 나전화할 땐 자기야 애칭토라질 땐 눈웃음 애교좋을 거야 새로울 거야그대 나의 연인이 된다면어린애처럼 대하는 그대가 미워오래된 사이라 해도어릴 적 내 모습 이젠 지울 수 없나요나도 여자랍니다 그대 곁에 있을 때면부드럽고 약해지는 마음누구를 사랑한다면 다 그렇잖아난 꼭 갖고 싶어 그대의 마음눈을 크게 뜨고 다시 봐요멀리서 찾지 말아 줘그대 사랑은 바로 나힘이 들 때면 기대고 싶은 한사람내게는 그대뿐인걸내가 잘못해도 그댄 내편 돼줄 거죠그댈 사랑합니다 저기 높은 하늘만큼너무 오래 애태우지 말고비워둔 그대 자리로 빨리 돌아와난 말하고 싶어 참 오랫동안혼자 숨겨왔던 나의 비밀하루에 하나씩 꺼내매일 전할게 I love you
26,Baby Baby,Lee Michelle (이미쉘),그대 내 맘에 들어와 이젠자꾸 설레게 해 내 마음을미칠듯이 흔들어 놓아요그대 한 순간에 내 맘에 들어와Baby 하루종일 뛰어다니곤 하네요I never felt like this beforeYeah it's something new날 흔들어놔 알 수도 없는 맘Now I know that our love is real 그대의 이름을 부르면 날 안아줘My baby 손잡고 나와 걸어 볼래요잡은 손을 절대 놓지 않을게I'll promise youI won't walk away Darling약속해 늘 네 곁에 있을게그대 없이는 이제한 순간도 잠들지 못해그대와 매일 입을 맞춰How sweet you areYeah it's something new날 흔들어놔 알 수도 없는 맘Now I know that our love is real내가 그대의 이름을 부르면 날 안아줘My baby 손잡고 나와 걸어 볼래요잡은 손을 절대 놓지 않을게I'll promise youI won't walk away DarlingI love you more then I can sayBaby Baby BabyI need youMy Baby Baby BabyThen I can sayBaby Baby BabyI need you tonight삶의 모든 순간영원히 그대와같은 시간 같은 날에살아가겠죠You're the best thingI ever had in my lifeI love you more than I can sayMy baby 손잡고 나와 걸어 볼래요잡은 손을 절대 놓지 않을게I'll promise youI won't walk away DarlingI love you more then I can sayBaby Baby BabyI need youMy Baby Baby BabyThen I can sayBaby Baby BabyI need you tonight
27,DIAMOND,Sparkling (스파클링),LALALALALALALALALALALALALALALALAFINALLY NOW IT’S MY TIME우릴 비추는 건 화려한 SPOTLIGHTTURN THE MUSIC 더 크게잊지 못할 이 순간이 HIGHLIGHT무대 위의 너와 나걱정하지 말고 날아올라 봐멈추지 마 이 순간저 태양 너머로 끝까지 가자캄캄했던 어둠 속빛을 바래왔던 나I’M GOING CRAZY한계가 없어 난더 빨리 뛰어가더 크게 소리쳐빛나는 I’M A DIAMONDUH WOO OH그래 바로 내가 DIAMONDUH WOO OH빛나는 I’M A DIAMONDLALALALALALALALALALALALALALALALA그래 바로 내가 DIAMONDLALALALALALALALALALACOME BACK BACK TO ME빛나는 I’M A DIAMONDWE CAN FLY HIGHI’M ON MY WAY누구도 우릴 막을 순 없어SHOW MUST GO ONNO OTHER WAY난 절대 포기하지 않을래이리저리 부딪혀 짓밟혀도갈수록 단단해져 깨지지 않아꿈을 꿔봐 상상해봐 지금부터야눈앞에 펼쳐 NEW WORLD캄캄했던 어둠 속빛을 바래왔던 나I’M GOING CRAZY한계가 없어 난더 빨리 뛰어가더 크게 소리쳐빛나는 I’M A DIAMONDUH WOO OH그래 바로 내가 DIAMONDUH WOO OH빛나는 I’M A DIAMOND두려웠던 순간지난 시간날 바라보던 모두의 시선걱정하지 마내 안에 나그 누구보다 특별한 나빛나는 I’M A DIAMONDLALALALALALALALALALALALALALALALA그래 바로 내가 DIAMONDLALALALALALALALALALACOME BACK BACK TO ME빛나는 I’M A DIAMOND
28,피날레 (Show And Prove),비투비,Ladies and gentlemenMake sure to pay close attentionMouths closed eyes and earsopen and most importantlyenjoy the showOkay everybody’s comingback to my world짙은 어둠을 삼키고 향한 태양이끝내 나를 밝히는 빛이 돼Okay everybody’s comingback to my worldMake me feel so alone딱 지금 내게 필요한 건Healin’ Chillin' Like a Villain혹은 미친 FLEX with YOLO거센 비바람을 지나절정으로 향하는 이 밤뜨거웠던 청춘의 일막어떤 역경에도 나의 길을 걸어가킹덤 세계관 속의 Main villainThe Korean zombie is hereHallyu K-wave에 올라타죽어도 죽지 않는 힐러원초적인 뿌리부터타고났던 투쟁 들이부어모두가 음악의 힘으로 모여 하나로Let’s focus on the showLet me show you후회 없이 Show And Prove세상을 흔들어 이 순간모든 눈과 귀가 하나로 모이네지금 이 멜로디를 부를 때Show And Prove 더욱 높이 날아It's time to hit the roadWe had a rough startbut look at us now한 계단씩 올라왔어We’re getting better Give upNever 평가해 상관없어We keep going we still growingwe stay hustlingI know ya’ll know it부정할 수 없는 사실 You knowyou can’t deny it Whoa10 years and we still goingstrong Oh yeah이제 시작이라는 걸 Right nowIf you overlook usThen you’re gonna miss out나중에 후회하게 될걸 UhThis is for the hatersThis is for the hatersGet lost I’ll see you laterLet me show you후회 없이 Show And Prove세상을 흔들어 이 순간모든 눈과 귀가 하나로 모이네지금 이 멜로디를 부를 때Show And Prove 더욱 높이 날아It's time to hit the road단 한순간도 헛되지 않기에오늘을 노래해이 순간이 영원하도록운명처럼 노래해Tonight tonight tonightLet me show you후회 없이 Show And Prove세상을 흔들어 이 순간모든 눈과 귀가 하나로 모이네지금 이 멜로디를 부를 때Show And Prove 더욱 높이 날아It's time to hit the roadIt's time to hit the roadIt's time to hit the road우연처럼 운명처럼 우리 영원토록
29,텐션업,Weeekly (위클리),1 2 3 4널 처음 본 순간 내 모든 순간마다빛이 나 다 빛이 나 Tension기다렸던 마음 설레이는 내 맘속다 빛이 나 다 빛이 나 Tension월화수목금토일 7days너의 색으로 물들여줘새로 시작되는 월요일기다려져 설레여 Yoo-Hoo세상이 달라 보여 달라 보여너무나 아름다워 Oh beautiful널 만난 후로 변해버렸어 확하늘을 나는 기분 Oh Tension새로운 느낌이야Feel so good Oh TensionYou make me feel so highYou make mefeel so high high high highI'm so fly오늘 내 기분 Tension Tension온 세상 다 빛이 다 빛이Tension Tension up up왜 이제야 널 알았을까언제나 함께해줘Tension Tension지금 이 순간 TensionTension Tension Tensionte eh eh eh ehTension Tension Tensionte eh eh eh ehTension Tension Tensionte eh eh eh ehTension Tension Tensionte eh eh eh eh블루 핑크 그레이브라운 초코초코 올리브가끔 평범한 것도 좋아오늘은 투명한 색으로내 두 눈에 가득 차 모두가 놀라헤어 나올 수 없을 거야Look at me Look at mealways my eyesTension저 푸른 바다로 떠나시원한 바람이 불어와어디든 어디든너와 함께라면 너무 행복해별빛이 쏟아지는 바닷가유난히 더 빛이 나는 나 너 때문이야You’re my love Tension힘들었던 모든 날들 Oh Tension새로운 세상이 열리고 Oh TensionYou make me feel so highYou make mefeel so high high high highI'm so fly오늘 내 기분 Tension Tension온 세상 다 빛이 다 빛이Tension Tension up up왜 이제야 널 알았을까언제나 함께해줘Tension Tension지금 이 순간 TensionNa na na naI’m so lucky to meet youNa na na naYou’re so lovely baby이대로 너와 영원히 함께할 거야Oh I love you foreverTension Tension온 세상 다 빛이 다 빛이Tension Tension up up왜 이제야 널 알았을까언제나 함께해줘Tension Tension지금 이 순간 TensionTension Tension Tensionte eh eh eh ehTension Tension Tensionte eh eh eh ehTension Tension Tensionte eh eh eh ehTension Tension Tensionte eh eh eh ehTension
30,우리 애인할래요 (feat. 모닝커피 (Morning Coffee)),브런치 레시피 (Brunch recipe),아무도 모르게 숨겼던 사랑이피어나고 있었던 거죠너를 보면 뒤돌아 걷던수줍은 아이 이제 그만할래요보고 싶어서 잠도 못 자고 폰만 만져요다시 두근두근 거려요온통 그대 생각뿐이죠처음부터 느낌이 왔어 그때부터우리 애인할래요 오늘부터 시작해요더는 밀당 하지마 이제는 솔직해져요이제 매일매일 만나요둘이서 여기저기 다녀요생각만 해도 좋아요I love you 애인할래요우리 사랑한다면 얼마나 좋을까요자꾸 웃음이 나요내가 고백하면 어떨까어떤 말로 내 맘을 표현해볼까쓰다 지우다를 반복해생각만 해도 심장이 너무 떨려요마음 졸이며 잠 못 이루던 밤이 많았죠다시 두근두근 거려요온통 그대 생각뿐이죠처음부터 느낌이 왔어 그때부터우리 애인할래요 오늘부터 시작해요더는 밀당 하지마 이제는 솔직해져요이제 매일매일 만나요둘이서 여기저기 다녀요생각만 해도 좋아요I love you 애인할래요우리 사랑한다면 얼마나 좋을까요자꾸 웃음이 나요내 모습이 귀엽나요 볼이 빨개져너무나 쑥스러워서 바라볼 수도 없어Make you feel my love with youHow do I say wanna be with you우리 애인할래요 오늘부터 시작해요더는 밀당 하지마 이제는 솔직해져요이제 매일매일 만나요둘이서 여기저기 다녀요생각만 해도 좋아요I love you 애인할래요우리 사랑한다면 얼마나 좋을까요자꾸 웃음이 나요
31,Move,SF9,Move RhythmMove RhythmYou got the묘한 분위기에 취해너를 놔 버려도 돼나를 벗어나진 못해나른해진 이 순간잘 빗은 머리가 헝클어질수록아름다워 내버려 둬 Oh Oh반듯한 자세가 흐트러진대도괜찮아 날 똑바로 봐 Oh yeah어두운 조명 아래 또 시작되는 Move우아한 손짓 은근한 눈빛투명한 창가에 넌 비쳐서 아른대는 Move묘한 그 느낌 아찔한 끌림어두운 조명 아래 날 사로잡은 Move우아한 손짓 은근한 눈빛움직이는 거야 이끌리는 대로너의 Lips Hips Anything움직이는 거야 이끌리는 데로너의 Lips Hips거친 숨소리가 섞여 하나가 될 때비로소 우리가 돼 몸에 흐르는 RainThere’s no ruleWe gotta make a move Yeah뭘 상상하든 좋아 어둠 속에 New colorMy own color like champagneRed light la la la la laTrauma show your color signThe way she looks at me turns me onI want my own color like champagneRed light la la la la laFocus on every move I makeI'm the male version of VenusThen turn on the lights잔 들어 건배어떤 표현도 어떤 문장도너를 모두 담아낼 순 없겠지우린 이대로 완벽할 테니걱정 따윈 버려 그대로 Repeat Yeah그대로 Repeat그대로 Repeat어두운 조명 아래 또 시작되는 Move우아한 손짓 은근한 눈빛투명한 창가에 넌 비쳐서 아른대는 Move묘한 그 느낌 아찔한 끌림어두운 조명 아래 날 사로잡은 Move우아한 손짓 은근한 눈빛You got got the rhythmYou got got the rhythm
32,애,김유이,평소와는 다르게 아슬한 게 좋아당기는 자석처럼 홀리는 your charm시크한 눈빛으로 날 겨냥하며 스쳐가무심한 척 다가와 미소 띤 네게 끌려나를 좋아하는 너착하기만 했던 모습의너의 섹시함을 보여줘너가 전에 알던 그런 내가 아냐다시 널 사랑하기 쉽지 않을 거야 난요즘 나쁜 애 다른 남자 애들에게더 끌리는 것 같아I don’t know why i like bad guys날라리 같은데 왜 네게 반전 매력을더 느끼는 것 같아 BabyNow i know why i like bad guys난 정말 나쁜 애 girl girl난 나쁜 애 애 애 애 애 애난 정말 나쁜 애인 걸Ay ay ay 나는 나쁜 애지매일매일매일 타오르는 불씨넌 버티지 못해 내 열기너 나처럼 미쳐봐 ayAy 늑대처럼 다가와심장을 조여 오는 남잘 원해근데 매번 너에게 맞춰나에게 맞춰날 끌어당기는 그에게 더욱 눈이가나를 좋아하는 너착하기만 했던 모습에너의 섹시함을 보여줘너가 전에 알던 그런 내가 아냐다시 널 사랑하기 쉽지 않을거야 난요즘 나쁜 애 다른 남자 애들에게더 끌리는 것같아I don’t know why i like bad guys날라리 같은데 왜 네게 반전 매력을더 느끼는것같아 BabyNow i know why i like bad guys난 정말 나쁜 애 girl차갑게 식은 감정도 Not Bad변덕스럽게 돌아버린 나매번 반복되는 감정싸움지쳐 흐려가는 우리 sign너와 내가 다시 예전처럼될수있는 걸까 난요즘 나쁜 애 다른 남자 애들에게더 끌리는 것같아I don’t know why i like bad guys날라리 같은데 왜 네게 반전 매력을더 느끼는것같아 BabyNow i know why i like bad guys난 정말 나쁜 애 girl girl난 나쁜 애 애 애 애 애 애난 정말 나쁜 애 인걸
33,Purple,woo!ah! (우아!),도대체 어디서 나타난 거니니가 뭔데 내 맘 흔드는 거니시크하게 도도한 표정까지이상하게 끌려 푹 빠져버린 걸I see you I see youI’m your fan fanHope you’re 쌤쌤Give me you Give me youMy 피터팬 팬데려가 줘 Neverland불꽃같이 새빨갛게 타오르는 love모르는 척 새침하게 얼어붙은 너대답은 필요 없어정답이 여기 있는 걸뜨거운 나 차가운 너Red & blueLet’s make purplePurple purpleLet’s make purplePurple purpleLet’s make purplePurple purple뜨거운 나 차가운 너Let’s make purpleCan’t stop loving you boy엄마가 말려도 우리 사이 못 막죠All them haters I don’t care아무것도 필요 없어 몸만 와도 돼 넌고민 고민하지 말고Baby just give me a callI see you I see youI’m your fan fanHope you’re 쌤쌤Give me you Give me youMy 피터팬 팬데려가 줘 Neverland불꽃같이 새빨갛게 타오르는 love모르는 척 새침하게 얼어붙은 너대답은 필요 없어정답이 여기 있는 걸뜨거운 나 차가운 너Red & blueLet’s make purplePurple purpleLet’s make purplePurple purpleLet’s make purplePurple purple뜨거운 나 차가운 너Let’s make purple나와는 다른 너에게본능적으로 끌려상상해봐 boy보라빛이 된 우리 둘만의 세상Purple purplePurple purpleLet’s make purplePurple purpleLet’s make purplePurple purple뜨거운 나 차가운 너Let’s make purpleNobody can stop us그 누가 뭐래도우리들은 못 막죠All them haters we don't care무대 위의 주인공우아하게 bring it on뜨거운 나 차가운 너Let’s make purple
34,꼬마 (GGOMA) (Feat. 최예근),태호 (TAE HO),꿈 많던 꼬꼬마의 용기는 대단했었지뭐든 다 잘할 수 있을 것만같아 보였어이것저것 다 해낼 거라나 뭐라나그저 순수해서그랬겠지 그때까지는점점 자라나는 내 키만큼 커져만 가는고민들은 나를 자꾸 흔들어 놓지 모야이럴 순 없어 말도 안 돼잘할 거야 너니까또 꿈꾸자 뛰어보자hey I'm never gonna give up그래 덤덤 덤덤덤 덤위로 둥둥 둥둥둥 둥넌 잘할 수 있으니까 부디 걱정하지 마그래 넌넌 넌넌넌 넌You're gonna make itbaby You're gonna make it한 소녀도 아주어렸을 적에 꿈이 있었지많은 사람들은쉽지 않을 거라고 말했어누가 뭐래도 난 절대 의심치 않았지아무 걱정 없이 잘할 거라 믿었으니까점점 자라나는 내 꿈만큼 커져만 가는고민들은 나를 자꾸 흔들어 놓지 모야그럴 수 있어 다시 한번잘할 거야 너니까더 꿈꾸자 뛰어보자Everything’s gonna be alright그래 덤덤 덤덤덤 덤위로 둥둥 둥둥둥 둥넌 잘할 수 있으니까부디 걱정하지 마그래 넌넌 넌넌넌 넌You're gonna make it짙은 어둠의 끝에서눈부시게 빛나는바라고 바라던 순간이나에게 다가와그래 덤덤 덤덤덤 덤위로 둥둥 둥둥둥 둥넌 잘할 수 있으니까부디 걱정하지 마그래 넌넌 넌넌넌 넌You're gonna make itbaby You're gonna make it
35,Telephone,TeRish (테리쉬),그에게서 나는 멀어진걸까뜸해져버린 우리 혼자걷는 거리그에게서 나는 멀어진듯해내 오해이길 바래Pray it's my own faultYou're theOnlyCall that i will wait forAll dayAll nightI will stand by the phoneSome waySome howKeep you in my heart please sayYou're my only love soOh my babyYou’re my sunshine나 만의 그대여내옆에 있어줘요내곁에 머물러요언제쯤 나 너를 알수있을까하루는 상냥하고 하루는 서운하네언제나 넌 나를 기다리게해내 오해이길 바래Pray it's my own faultYou're theOnlyCall that i will wait forAll dayAll nightI will stand by the phoneSome waySome howKeep you in my heart please sayYou're my only love soOh my babyYou’re my sunshine나 만의 그대여내옆에 있어줘요내곁에 머물러요I will have your loveCan this be our love song우 전화가 오길기다리잖아You're my only love soOh my babyYou’re my sunshine나 만의 그대여내옆에 있어줘요내곁에 머물러요I will have your loveCan this be our love song
36,좋아한다 그래,Cookie,너와 내가 처음 만났었을 때부끄러워 아무 말도 못 하고무슨 말을 먼저 해야 되는지생각조차 나지 않아어색했던 너의 말투와 행동조심스레 짓던 너의 미소가머릿속에서 떠나지가 않아이미 빠졌나 봐어쩔줄를 몰라 자꾸 기다려너의 전화를언제 또 너를 볼까 뭐라 말할까너도 지금 생각할까좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해함께 한다면 beautiful day언제라도 같이 라면 Shiny Day좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해우리같이 얘기하고둘이 같이 걸을 수 만 있다면그렇게만 할 수 있다면 좋을 텐데어색했던 너의 말투와 행동조심스레 짓던 너의 미소가머릿속에서 떠나지가 않아이미 빠졌나 봐어쩔줄를 몰라 자꾸 기다려너의 전화를언제 또 너를 볼까 뭐라 말할까너도 지금 생각할까좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해함께 한다면 beautiful day언제라도 같이 라면 Shiny Da좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해우리같이 얘기하고둘이 같이 걸을 수만 있다면그렇게만 할 수 있다면 좋을 텐데나 너 좋아하나 봐나 너 사랑하나 봐답답하게 왜 당당하게너 말을 못 해 기다리잖아우리 사이 가까워지기시간 문제잖아tell me love you baby좋아한다 말해 사랑한다 그래지금까지 말을 왜 못해함께 한다면 beautiful day언제라도 같이 라면 Shiny Day좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해우리같이 얘기하고둘이 같이 걸을 수만 있다면그렇게만 할 수 있다면 좋을 텐데
37,돈이뭐야 밥이뭐야,밥펄라,우리가 살아가는 세상앞만보고 달려가야 했지시간은 흘러흘러 꿈과 같은 지금시간이 돈인줄 알면서 흘러 보냈지돈없는 세상 믿었지만돈이뭐야 돈이뭐야돈맛으로 허무한 세상밥이뭐야 밥이뭐야밥맛으로 정드는 세상돈없이 살아가는 세상하늘에서 밥꽃 피어 났지내마음 하얀구름 밥꽃 피워 놓고따스한 하얀밥 갖지어 먹고 싶었지돈없는 세상 믿었지만돈이뭐야 돈이뭐야돈맛으로 허무한 세상밥이뭐야 밥이뭐야밥맛으로 정드는 세상돈이뭐야 밥이뭐야정신없이 흐르는 시간하루하루 정 때문에살아가는 밥있는 세상
38,Healthy Food,민수,Tofu carrots in my mindApple cabbage morning juiceAvocado with pepperPizza sometimes but zero cokeNot too manySugar freeNot too saltyGluten freeNot too manySugar freeNot too saltyGluten freeNot too manyDairy freeNot too saltyGluten freeNot too manyDairy freeNot too saltyGluten freeHealthy food every dayHealthy food every dayAcai bowl with coconutLow fat milkBoil myBroccoli with eggChicken breastNot too manySugar freeNot too saltyGluten freeNot too manySugar freeNot too saltyGluten freeNot too manyDairy freeNot too saltyGluten freeNot too manyDairy freeNot too saltyGluten freeCheck my body right nowmy body lineHealthy food with meStanding mirror timeCheck my body right nowmy body lineHealthy food with meStanding mirror timeHealthy food every dayHealthy food every dayHealthy food with meStanding mirror time
39,Like It Hot,공원소녀 (Girls in the Park),Like It HotLike It Hot저마다 간절한 꿈그 빛이 화려한 곳절대로 지지 않는 저 뒤에 널 알아작지만 강렬한 춤턱 끝에 차오른 숨우린 어쩌면 같은 꿈을 꿨지닿고 싶은 걸너의 마음 속에차고 차오르는 너에게로more more들어주고 싶은 너야말해봐 yeah tell me more희미한 어젤 견딘 지금 너의 찬란함숨겨야만 했던 너의 story를 알려줘Tell me 쉿 비밀로 할게Show me 숨겨진 이야기baby 다 보여줘 nowlike it hot like it hotYes me 긴 밤의 moonlight저 달빛 널 바라본 eyesJust tell me 다 보여줘 봐like it hot like it hotla la la like it hot ohla la la like it hot Yeahla la la like it hotyou know me you know meyeah baby언젠가 나에게 말한 것 처럼달은 욕심이 많아 like black hole그 많고 많은 속삭임소원들을 채우기만 하잖아아니 나는 알아좀 서툰 것뿐이야조용하게 날 지켜주잖아작은 비밀을 모두 간직한 채닫지 말아줘너를 찾아 갈게차고 차오르는 너에게로more more들려주고 싶은 너야들어봐 listen to me more차가운 어젤 견딘 지금 너의 찬란함감춰야만 했던 너의 secret 알려줘Tell me 쉿 비밀로할게Show me 숨겨진 이야기baby 다 보여줘 nowlike it hot like it hotYes me 긴 밤의 moonlight저 달빛 널 바라본 eyesJust tell me 다 보여줘 봐like it hot like it hotla la la like it hot ohla la la like it hot Yeahla la la like it hotyou know me you know me익숙해져버린 어둠but it’s okay네가 서있기에 with me살짝 이지러진 채어둠 속 밝혀주던 너그 시간을 다 알아oh 그 하루하루의 너를너의 겉에 새겨진까맣게 물 들여진네 안에 상처를 어루만져 주고 싶어 난Tell me 쉿 비밀로할게Show me 숨겨진 이야기baby 다 보여줘 nowlike it hot like it hotYes me 긴 밤의 moonlight저 달빛 널 바라본 eyesJust tell me 다 보여줘 봐like it hot like it hotla la la like it hotla la la like it hotla la la like it hotyou know me you know mela la la like it hot like it hotla la la like it hot babyla la la like it hot like it hotla la la like it hot
